Locus Tag	Product	Pathway Name	Pathway Xref	Pathway Database	Pathway Version	ECO code	ECO term	PMID
PALES_45811	RNA polymerase sigma factor AlgU	Alginate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_56491	anti-RNA polymerase sigma 70 factor	Alginate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_56551	alginate biosynthesis regulatory protein AlgR	Alginate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_56561	alginate biosynthesis protein AlgZ/FimS	Alginate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_57171	phosphomannomutase AlgC	Alginate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_58791	two-component response regulator AlgB	Alginate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_27201	alkane-1-monooxygenase	aliphatic compound catabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_38031	alkane-1-monooxygenase 2	aliphatic compound catabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_57451	Rubredoxin 2	aliphatic compound catabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_57461	Rubredoxin 1	aliphatic compound catabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_10041	hypothetical protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14221	hypothetical protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14441	3-hydroxy-acyl-CoA dehydrogenase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18111	putative oxidoreductase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18591	putative nitroreductase family protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20491	3-ketoacyl-CoA thiolase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_22771	tRNA-dihydrouridine synthase A	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35391	putative tRNA-(ms(2)io(6)a)-hydroxylase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35921	putative 3-hydroxyacyl-CoA dehydrogenase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37091	putative thioesterase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37341	putative thioesterase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41821	putative oxidoreductase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43051	hypothetical protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43461	hypothetical protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43571	hypothetical protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_52151	hypothetical protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_52371	putative tRNA-dihydrouridine synthase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55821	putative 3-hydroxyacyl-CoA dehydrogenase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55961	hypothetical protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56401	hypothetical protein	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57821	3-hydroxybutyryl-CoA dehydrogenase	alpha-Linolenic acid metabolism	00592	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_40331	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	alpha-ribazole biosynthesis	UPA00061	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03131	putative oxidoreductase, FAD-binding	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05741	DNA primase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06251	putative lytic enzyme	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_07121	putative phenazine biosynthesis protein	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_07871	putative cholesterol oxidase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_08091	Predicted chitinase; lytic protein	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12191	N-Acetyl-D-Glucosamine phosphotransferase system transporter	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12221	putative N-acetylglucosamine-6-phosphate deacetylase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13471	COG3179: Predicted chitinase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14061	alcohol dehydrogenase class III	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14561	putative phenazine biosynthesis protein, PhzF family	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14731	phosphotransferase system transporter fructose-specific IIBC component, FruA	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14741	putative nucleotide sugar dehydrogenase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14791	bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14801	putative glycosyl transferase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14811	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14821	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14931	GDP-mannose 6-dehydrogenase AlgD	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18751	glucokinase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18861	6-phosphogluconolactonase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20341	putative oxidase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20571	beta-hexosaminidase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20851	UDP-N-acetylenolpyruvoylglucosamine reductase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_23061	putative phenazine biosynthesis protein, PhzF family	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_25231	hypothetical protein	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_25621	lytic enzyme	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_30041	chitinase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_30721	putative phosphomannose isomerase/GDP-mannose pyrophosphorylase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_33001	UTP--glucose-1-phosphate uridylyltransferase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_33011	putative nucleotide sugar dehydrogenase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_34201	putative phenazine biosynthesis protein	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_38141	putative phenazine biosynthesis protein	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_39971	putative oxidoreductase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48291	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51011	hypothetical protein	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51171	glucose-6-phosphate isomerase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51341	phosphoglucosamine mutase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51571	putative ferredoxin	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57171	phosphomannomutase AlgC	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57221	putative oxidoreductase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57491	glycolate oxidase FAD binding subunit	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57501	glycolate oxidase subunit GlcD	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_58471	phosphomannose isomerase/GDP-mannose WbpW	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_59451	glucosamine--fructose-6-phosphate aminotransferase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_59481	glucosamine-1-phosphate acetyltransferase/N-acetylglucosamine-1-phosphate uridyltransferase	Amino sugar and nucleotide sugar metabolism	00520	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00071	glycyl-tRNA synthetase subunit beta	Aminoacyl-tRNA biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_00071	glycyl-tRNA synthetase subunit beta	Aminoacyl-tRNA biosynthesis	00970	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00081	glycyl-tRNA synthetase subunit alpha	Aminoacyl-tRNA biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_00081	glycyl-tRNA synthetase subunit alpha	Aminoacyl-tRNA biosynthesis	00970	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00171	methionyl-tRNA formyltransferase	Aminoacyl-tRNA biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_00171	methionyl-tRNA formyltransferase	Aminoacyl-tRNA biosynthesis	00970	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06471	tyrosyl-tRNA synthetase	Aminoacyl-tRNA biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_06471	tyrosyl-tRNA synthetase	Aminoacyl-tRNA biosynthesis	00970	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_07461	hypothetical protein	Aminoacyl-tRNA biosynthesis	00970	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_07641	amidase	Aminoacyl-tRNA biosynthesis	00970	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_08331	tyrosyl-tRNA synthetase	Aminoacyl-tRNA biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_08331	tyrosyl-tRNA synthetase	Aminoacyl-tRNA biosynthesis	00970	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09881	leucyl-tRNA synthetase	Aminoacyl-tRNA biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_09881	leucyl-tRNA synthetase	Aminoacyl-tRNA biosynthesis	00970	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11401	valyl-tRNA synthetase	Aminoacyl-tRNA biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
