Locus_Tag	Product	Pathway_Name	Pathway_Xref	Pathway_Database	Pathway_Version	ECO_code	ECO_term	PMID
PA1342	AatJ	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1386	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1410	probable periplasmic spermidine/putrescine-binding protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1475	heme exporter protein CcmA	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1476	heme exporter protein CcmB	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1477	heme exporter protein CcmC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1478	hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1493	sulfate-binding protein of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1786	NasS	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1807	NppD	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1808	NppC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1809	NppB	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1810	NppA2	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1811	NppA1	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1861	molybdenum transport protein ModC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1862	molybdenum transport protein ModB	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1863	molybdate-binding periplasmic protein precursor ModA	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1876	probable ATP-binding/permease fusion ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1946	binding protein component precursor of ABC ribose transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1947	ribose transport protein RbsA	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1948	membrane protein component of ABC ribose transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2058	ABC transporter substrate-binding protein, SppA	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2059	ABC transporter permease, SppB	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2060	ABC transporter permease, SppC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2061	ABC transporter ATP-binding protein, SppD	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2338	probable binding protein component of ABC maltose/mannitol transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2339	probable binding-protein-dependent maltose/mannitol transport protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2340	probable binding-protein-dependent maltose/mannitol transport protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2341	probable ATP-binding component of ABC maltose/mannitol transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2349	conserved hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2350	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2351	probable permease of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2390	PvdT	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2397	pyoverdine biosynthesis protein PvdE	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2407	FpvC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2408	FpvD	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2409	FpvE	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2548	hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2592	probable periplasmic spermidine/putrescine-binding protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2594	conserved hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2595	conserved hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2596	conserved hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2678	probable permease of ABC-2 transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2711	probable periplasmic spermidine/putrescine-binding protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2912	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2913	hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2914	probable permease of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2923	periplasmic histidine-binding protein HisJ	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2924	histidine transport system permease HisQ	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2925	histidine transport system permease HisM	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2926	histidine transport protein HisP	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2986	lipoprotein localization protein LolC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2987	lipoprotein localization protein LolD	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2988	lipoprotein localization protein LolE	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3187	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3188	probable permease of ABC sugar transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3189	probable permease of ABC sugar transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3190	probable binding protein component of ABC sugar transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3211	probable permease of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3212	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3213	hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3228	probable ATP-binding/permease fusion ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3236	BetX	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3313	hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3314	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3315	probable permease of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3316	probable permease of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3364	aliphatic amidase expression-regulating protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3382	phosphonate transport protein PhnE	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3383	binding protein component of ABC phosphonate transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3384	ATP-binding component of ABC phosphonate transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3394	NosF protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3395	NosY protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3406	transport protein HasD	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3442	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3443	probable permease of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3445	conserved hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3447	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3448	probable permease of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3449	conserved hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3538	probable ATP-binding component of ABC transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3607	polyamine transport protein PotA	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3608	polyamine transport protein PotB	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3609	polyamine transport protein PotC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3610	polyamine transport protein PotD	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3827	Lipopolysaccharide export system permease protein LptG	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3828	Lipopolysaccharide export system permease protein LptF	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3858	probable amino acid-binding protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3865	probable amino acid binding protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3888	OpuC ABC transporter, permease protein, OpuCD	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3889	OpuC ABC transporter, periplasmic substrate-binding protein, OpuCC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3890	OpuC ABC transporter, permease protein, OpuCB	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3891	OpuC ABC transporter, ATP-binding protein, OpuCA	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3931	conserved hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3936	probable permease of ABC taurine transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3937	probable ATP-binding component of ABC taurine transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3938	probable periplasmic taurine-binding protein precursor	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4045	conserved hypothetical protein	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4143	probable toxin transporter	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4158	ferric enterobactin transport protein FepC	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4159	ferrienterobactin-binding periplasmic protein precursor FepB	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4160	ferric enterobactin transport protein FepD	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4161	ferric enterobactin transport protein FepG	ABC transporters	pae02010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
