"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA1339","AatP","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1340","AatM","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1341","AatQ","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1342","AatJ","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1386","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1410","probable periplasmic spermidine/putrescine-binding protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1475","heme exporter protein CcmA","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1476","heme exporter protein CcmB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1477","heme exporter protein CcmC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1478","hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1493","sulfate-binding protein of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1786","NasS","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1807","NppD","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1808","NppC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1809","NppB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1810","NppA2","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1811","NppA1","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1861","molybdenum transport protein ModC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1862","molybdenum transport protein ModB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1863","molybdate-binding periplasmic protein precursor ModA","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1876","probable ATP-binding/permease fusion ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1946","binding protein component precursor of ABC ribose transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1947","ribose transport protein RbsA","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1948","membrane protein component of ABC ribose transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2058","ABC transporter substrate-binding protein, SppA","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2059","ABC transporter permease, SppB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2060","ABC transporter permease, SppC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2061","ABC transporter ATP-binding protein, SppD","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2338","probable binding protein component of ABC maltose/mannitol transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2339","probable binding-protein-dependent maltose/mannitol transport protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2340","probable binding-protein-dependent maltose/mannitol transport protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2341","probable ATP-binding component of ABC maltose/mannitol transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2349","conserved hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2350","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2351","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2390","PvdT","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2397","pyoverdine biosynthesis protein PvdE","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2407","FpvC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2408","FpvD","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2409","FpvE","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2548","hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2592","probable periplasmic spermidine/putrescine-binding protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2594","conserved hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2595","conserved hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2596","conserved hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2678","probable permease of ABC-2 transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2711","probable periplasmic spermidine/putrescine-binding protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2912","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2913","hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2914","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2923","periplasmic histidine-binding protein HisJ","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2924","histidine transport system permease HisQ","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2925","histidine transport system permease HisM","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2926","histidine transport protein HisP","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2986","lipoprotein localization protein LolC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2987","lipoprotein localization protein LolD","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2988","lipoprotein localization protein LolE","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3187","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3188","probable permease of ABC sugar transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3189","probable permease of ABC sugar transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3190","probable binding protein component of ABC sugar transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3211","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3212","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3213","hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3228","probable ATP-binding/permease fusion ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3236","BetX","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3313","hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3314","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3315","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3316","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3364","aliphatic amidase expression-regulating protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3382","phosphonate transport protein PhnE","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3383","binding protein component of ABC phosphonate transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3384","ATP-binding component of ABC phosphonate transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3394","NosF protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3395","NosY protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3406","transport protein HasD","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3442","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3443","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3445","conserved hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3447","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
